,type,cleaned_message
4541,1,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv
4542,0,trying reach without success
4543,0,derek done class
4544,0,never lei v lazy got wat dat day ï½_ send da url cant work one
4545,0,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
4546,0,hey mate spoke mag people weï½ï½ï½re deliver end month deliver 24th sept talk later
4547,0,hope good week checking
4548,0,haha friend tyler literally asked could get dubsack
4549,0,hey u fancy meetin 4 cha ï½ï½ hav lil beverage txt ring meet l8r quite tired got 3 vpist love pete x x x
4550,0,great safe trip dont panic surrender
4551,0,symptoms u love 1u like listening songs 2u get stopped u see name beloved 3u wo nt get angry
4552,0,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor
4553,0,try something dear read something exams
4554,0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
4555,0,gettin rdy ship comp
4556,0,hospital da return home evening
4557,0,piss talking someone realise u point read backwards
4558,0,think da wil
4559,0,awake oh
4560,0,good afternoon boytoy goes walking day get police abstract still wake miss babe
4561,0,much u trying get
4562,0,come around lt decimal gt pm vikky otside nw il come tht time
4563,0,tell address
4564,0,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gmgngegn
4565,0,buy blackberry bold 2 torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g
4566,0,together thinkin
4567,0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
4568,0,time come tomorrow
4569,1,wan na laugh try chitchat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd
4570,0,cha quiteamuzing thatï½ï½scool babe
4571,0,omg u know ate
4572,1,urgent 2nd attempt contact u u ï½1000call 09071512432 b4 300603t csbcm4235wc1n3xxcallcost150ppmmobilesvary maxï½7 50
4573,0,
4574,0,directly behind abt 4 rows behind ï½_
4575,1,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
4576,1,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
4577,1,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae cs po box 434 sk3 8wp 150 ppm 18
4578,0,plans yet
4579,0,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
4580,0,course maths one day one chapter one month finish
4581,0,wow nt think common take back ur freak unless u chop
4582,1,ur chance win ï½250 wkly shopping spree txt shop 80878 c wwwtxt2shopcom custcare 08715705022 1x150pwk
4583,0,noooooooo please last thing need stress life fair
4584,1,u secret admirer looking 2 make contact ufind r reveal thinks ur specialcall 09065171142stopsms08718727870150ppm
4585,1,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free ï½150 increments help08718728876
4586,0,see swing bit got things take care firsg
4587,0,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
4588,0,finished work yet something
4589,0,tomorrow going theatre come wherever u call tell come tomorrow
4590,1,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx ï½150
4591,0,right wasnt phoned someone number like
4592,0,ok wun b angry msg u aft come home tonight
4593,0,good time nice something bit different weekends change see ya soon
4594,0,yo sorry shower sup
4595,0,carlos pick swing usf little bit
4596,0,full heat pa applyed oil pa
4597,0,stuck da middle da row da right hand side da lt
4598,0,laid airtel line rest
4599,0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
4600,1,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stop txtstop
4601,0,hey j r u feeling better
4602,0,nt plan staying night prolly wo nt back til late
4603,0,thanx 4 puttin da fone
4604,0,need 8th campus atm could pick hour two
4605,0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
4606,0,running managed 5 minutes needed oxygen might resort roller option
4607,0,live next lt gt mins
4608,0,de asking like
4609,0,glad talking
4610,0,wat time ï½_ finish
4611,0,sorry da gone mad many pending works
4612,0,much got cleaning
4613,0,hows favourite person today r u workin hard could nt sleep last nite nearly rang u 430
4614,1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
4615,0,ï½ï½ called dad oredi
4616,0,good think could send pix would love see top bottom
4617,0,nvm going wear sport shoes anyway going late leh
4618,0,sorry call later meeting
4619,0,long fuckin showr
4620,0,received understood n acted upon
4621,0,finally came fix ceiling
4622,0,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis
4623,0,jus finish blowing hair u finish dinner already
4624,0,bus love
4625,0,lol knew saw dollar store
4626,1,please call customer service representative 0800 169 6031 10am9pm guaranteed ï½1000 cash ï½5000 prize
4627,1,todays voda numbers ending 7634 selected receive ï½350 reward match please call 08712300220 quoting claim code 7684 standard rates apply
4628,0,saturday sunday holiday difficult
4629,0,everybody fun evening miss
4630,0,got hella gas money want go grand nature adventure galileo little bit
4631,0,meeting call later
4632,0,oh wow thats gay firmware update help
4633,0,wo nt move morphine
4634,0,come din c ï½_ yup cut hair
4635,0,k k pa lunch aha
4636,0,oh ho first time u use type words
4637,0,captain vijaykanth comedy captain tv drunken
4638,0,course guess god got hold right
4639,0,hide anythiing keeping distance
4640,0,havent
4641,1,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3
4642,0,sorry din lock keypad
4643,0,u got persons story
4644,0,planning come chennai
4645,1,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
4646,0,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs
4647,0,okay going sleep later
4648,0,please protect ethreats sib never asks sensitive information like passwords atmsms pin thru email never share password anybody
4649,0,finally happened aftr decades beer cheaper petrol goverment expects us drink nt drive
4650,1,ï½400 xmas reward waiting computer randomly picked loyal mobile customers receive ï½400 reward call 09066380611
4651,0,r e meeting tmr
4652,0,lol yes add spice day
4653,0,hope great day
4654,0,prasanth ettans mother passed away last night pray family
4655,0,k work something
4656,1,private 2003 account statement shows 800 unredeemed points call 08718738002 identifier code 48922 expires 211104
4657,0,message great doctor india 1 drink appy fizz contains cancer causing age
4658,0,cant pick phone right pls send message
4659,0,call tell infront call
4660,0,ok prob
4661,0,ladies first genus second k
4662,0,yes please swimming
4663,0,mum going robinson already
4664,0,ok set let u noe e details later
4665,0,tel software name
4666,0,send print outs da
4667,0,im realy soz imat mums 2nite 2moro
4668,0,born god said oh another idiot born
4669,0,didnt get ur full msg sometext missing send
4670,0,probably almost gas get cash tomorrow
4671,1,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114
4672,0,forgot 2 ask ï½_ smth card da present lei ï½ï½ want 2 write smth sign
4673,0,leaving house
4674,1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop 150ptext
4675,0,ï½ï½ ready call
4676,0,wewa 130 iriver 255 128 mb
4677,0,good thing getting connection bw
4678,0,sry da jst nw came home
4679,0,cool night lem know around
4680,0,staying town
4681,0,haha yeah 2 oz kind shitload
4682,0,ok u take shopping u get paid
4683,0,life means lot love life love people life world calls friends call world ge
4684,0,alright bring see like lt gt mins
4685,0,pls dont play others life
4686,0,eatin lunch
4687,0,hmmmbut give one day
4688,0,nt try g decided head
4689,0,ok prob
4690,0,surly ill give coming review
4691,0,march ending ready call sure problem capital never complete far work ladies
4692,0,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
4693,0,pls give food preferably pap slowly loads sugar take hour give water slowly
4694,1,urgent mobile 07808726822 awarded ï½2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu
4695,0,guy gets used dumb realize
4696,0,okey dokey iï½ï½ï½ll bit sorting stuff
4697,0,da whats plan
4698,0,yes fine
4699,1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk
4700,0,liked new mobile
4701,0,anytime
4702,0,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
4703,0,yar say got error
4704,0,hey anyway
4705,0,wow healthy old airport rd lor cant thk anything else b bathing dog later
4706,0,wif family booking tour package
4707,0,say bold torch later one torch 2bold
4708,0,haha awesome might need take doin tonight
4709,0,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
4710,0,huh slow tot u reach long ago liao u 2 days 4 leh
4711,0,thats cool princess cover face hot sticky cum
4712,0,big brotherï½ï½ï½s really scraped barrel shower social misfits
4713,0,oops thk dun haf enuff go check tell ï½_
4714,0,8 min go lunch
4715,0,hey happened u switch ur cell whole day isnt good u care give call tomorrow
4716,0,k addie amp art get home
4717,0,uncles atlanta wish guys great semester
4718,0,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
4719,0,forgot tell ï½_ smth ï½_ like number sections clearer
4720,0,yup anything lor u dun wan ok
4721,0,home love still awake loving kiss
4722,0,hello peach cake tasts lush
4723,1,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply
4724,0,minor shindig place later tonight interested
4725,0,jason says cool pick place like hour
4726,1,mobile 10 mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call
4727,0,career tel added u contact indyarockscom send free sms remove phonebook sms lt gt
4728,0,reached already
4729,0,dont know ask brother nothing problem thing told
4730,0,k eng rocking ashes
4731,0,wat time r ï½_ going xin hostel
4732,0,good morning dear shijutta great amp successful day
4733,1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase
4734,0,oh k placement ah
4735,0,possession especially first offense
4736,0,nt driving even many reasons called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
4737,0,bought test yesterday something lets know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
4738,0,pizza u want
4739,0,keep seeing weird shit bein woah realising actually reasonable oh
4740,0,many happy returns day wish happy birthday
4741,0,ya nice ready thursday
4742,0,hospital da return home evening
4743,0,thinking u x
4744,1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
4745,0,orh tot u say still dun believe
4746,0,put sign choose number pin show right
4747,0,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
4748,0,thanx u darlin im cool thanx bday drinks 2 nite 2morrow take care c u soonxxx
4749,0,still maybe leave credit card get gas get back like told
4750,1,weekly coolmob tones ready download weeks new tones include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n
4751,0,well boy glad g wasted night applebees nothing
4752,1,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away
4753,0,ok lor u wan go look 4 u
4754,0,u wan 2 haf lunch da canteen
4755,0,nt make life stressfull always find time laugh may add years life surely adds life ur years gud ni8 swt dreams
4756,0,hey looks like wrong one kappa guys numbers still phone want text see around
4757,1,urgent mobile number awarded ï½2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
4758,1,thanks 4 continued support question week enter u in2 draw 4 ï½100 cash name new us president txt ans 80082
4759,0,home doc gave pain meds says everything fine
4760,0,ì 140 ard ï½ï½ rest ard 180 least ì price 4 ì 2 bedrm 900
4761,0,lovely night xxx
4762,0,prepare pleasured
4763,0,hi technical supportproviding assistance us customer call email
4764,0,text way cup stop work bus
4765,0,whens radio show
4766,1,unique user id 1172 removal send stop 87239 customer services 08708034412
4767,0,sure still available though
4768,0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling
4769,0,cheers lou yeah goodnite shame u neva came c ya gailxx
4770,0,hi got money da
4771,0,hi mobile lt gt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
4772,0,ok u tell wat time u coming later lor
4773,0,u repeat e instructions wat e road name ur house
4774,0,many people seems special first sight remain special till last sight maintain till life ends sh jas
4775,0,quite lor dun tell wait get complacent
4776,0,sorry completely forgot pop em round week still
4777,0,u r beautiful girl ive ever seen u r baby come c common room
4778,0,cant see join denis mina denis want alone time
4779,0,sen told going join uncle finance cbe
4780,0,yup hey one day fri ask miwa jiayin take leave go karaoke
4781,0,call senthil hsbc
4782,0,especially since talk boston personal statement lol woulda changed realized said nyc says boston
4783,0,indeed way either
4784,1,urgent call 09066649731from landline complimentary 4 ibiza holiday ï½10000 cash await collection sae cs po box 434 sk3 8wp 150ppm 18
4785,0,holy living christ taking long
4786,0,ï½ï½ thk wat eat tonight
4787,0,thanx yup coming back sun finish dinner going back 2 hotel time flies tog 4 exactly mth today hope haf many mths come
4788,0,opposite side dropped
4789,0,yup izzit still raining heavily cos e mrt ca nt c outside
4790,0,send resume
4791,0,gd luck 4 ur exams
4792,0,u ask next sat make ok lor
4793,0,sorry uncle ill keep touch
4794,0,saw guys dolls last night patrick swayze great
4795,1,urgent 2nd attempt contact u ï½900 prize yesterday still awaiting collection claim call 09061702893
4796,1,santa calling would little ones like call santa xmas eve call 09077818151 book time calls150ppm last 3mins 30s c wwwsantacallingcom
4797,0,come home nt want u miserable
4798,0,dont know shes getting messages
4799,0,cool tyler take gon na buy drop place later tonight total order quarter got enough
4800,0,guy car shop flirting got phone number paperwork called texted nervous course may address call boss tell knowing may get fired
4801,0,reverse cheating mathematics
4802,0,plan manage
4803,0,er hello things didnï½ï½ï½t quite go plan ï½ï½ï½ limping slowly home followed aa exhaust hanging
4804,0,sorry delay yes masters
4805,0,call u finish come n pick u
4806,1,private 2004 account statement 078498 7 shows 786 unredeemed bonus points claim call 08719180219 identifier code 45239 expires 060505
4807,0,oga left phone home saw ur messages hope good great weekend
4808,0,nt worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
4809,0,honey pls find much sell predicte nigeria many times used important reply monday
4810,0,e admin building might b slightly earlier call u reaching
4811,0,fyi usf swing room whenever
4812,0,call lt gt min thats ok
4813,0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
4814,0,ï½ï½ home work meh
4815,0,anything valuable 2 situations first getting second loosing
4816,0,mark taking forever pick prescription pain coming back
4817,0,ur paper
4818,0,got smaller capacity one quite ex
4819,1,check choose babe videos smsshsexnetun fgkslpopw fgkslpo
4820,0,im good thinking
4821,1,u r winner u ave specially selected 2 receive ï½1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810710pmin 18
4822,0,
4823,0,thought bout drink tap spile seven pub gas st broad st canal ok
4824,0,going sleep tired travel
4825,0,haha thinkin
4826,0,yup giving problems mayb jus leave
4827,0,lol trying make day little interesting
4828,0,long get reply defer admission til next semester
4829,0,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
4830,0,po de need job aha
4831,0,rats hey u ever vote next themes
4832,1,new mobiles 2004 must go txt nokia 89545 collect today ï½1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
4833,0,hope pee burns tonite
4834,0,oh rite well im best mate pete went 4 week 2geva longer week
4835,0,yay ca nt wait party together
4836,0,photoshop makes computer shut
4837,0,boys made fun today ok problem sent one message fun
4838,0,one issues california okay snow manageable
4839,1,private 2003 account statement shows 800 unredeemed points call 08715203652 identifier code 42810 expires 29100
4840,0,hmmm mayb try e shoppin area one forgot e name hotel
4841,0,awesome gon na soon later tonight
4842,0,need details online job
4843,1,valued vodafone customer computer picked win ï½150 prize collect easy call 09061743386
4844,0,missing toopray inshah allah
4845,0,pls help tell ashley cant find number oh
4846,0,escape theatre going watch kavalan minutes
4847,0,sthis increase chance winning
4848,0,either way works lt gt years old hope doesnt bother
4849,0,maybe find something else instead
4850,0,gain rights wifedont demand iti trying husband toolets see
4851,0,liked new house
4852,0,fine hope also
4853,0,also north carolina texas atm would go gre site pay test results sent
4854,0,u
4855,0,yes baby need stretch open pussy
4856,0,thanks bomb date phone wanted say
4857,0,ok
4858,0,hey guy know breathing neck get bud anyway able get half track usf tonight
4859,0,response one powerful weapon 2 occupy place others heart
4860,0,nokia phone lovly
4861,1,free message thanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
4862,1,bored housewives chat n date 08717507711 btnational rate 10pmin landlines
4863,0,sorry da today wont come play driving clas
4864,0,really sorry lit hair fire
4865,0,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent nt went trip oh nt babe go celebration rents
4866,0,okey dokey swashbuckling stuff oh
4867,0,watching cartoon listening music amp eve go temple amp church u
4868,0,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face lt gt joker face
4869,0,dip cell dead coming u better respond else shall come back
4870,0,well know mean texting
4871,0,hi dis yijue would happy work wif ï½_ gek1510
4872,0,lol oops sorry fun
4873,0,wat happened cruise thing
4874,0,know dat feelin pete wuld get em nuther place nuther time mayb
4875,1,lyricalladie 21f inviting friend reply yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468
4876,0,world happiest frnds never characters dey best understanding differences
4877,1,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info
4878,0,yeah open chat click friend lists make list easy pie
4879,0,alright tyler got minor crisis home sooner thought asap
4880,0,whenwhere pick
4881,0,usual u call ard 10 smth
4882,0,new theory argument wins situation loses person dont argue ur friends kick amp say always correct
4883,0,many things antibiotic used chest abdomen gynae infections even bone infections
4884,0,poor girl ca nt go one day lmao
4885,0,6times
4886,1,todays vodafone numbers ending 4882 selected receive ï½350 award number matches call 09064019014 receive ï½350 award
4887,0,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
4888,0,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
4889,0,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
4890,0,worse uses half way stops better complete
4891,0,miserable nt tell u side effects birth control massive gut wrenching cramps first 2 months nt sleep last night
4892,0,send new number
4893,0,convey regards
4894,1,want latest video handset 750 anytime network mins half price line rental reply call 08000930705 delivery tomorrow
4895,0,2 half years missed friendship
4896,0,cant pick phone right pls send message
4897,0,oh fuck sake like tallahassee
4898,0,haha first person gon na ask
4899,1,ou guaranteed latest nokia phone 40gb ipod mp3 player ï½500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
4900,0,taka lor wat time u wan 2 come n look 4 us
4901,1,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
4902,0,reaching another 2 stops
4903,0,nt mean post wrote like many times ritten stuff let sit feeling time angry left hit send stop nt checked phone got car nt said nt sleep bored would nt time clean fold laundry etc least make bed
4904,1,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcorn show msgticket kioskvalid 4712 c c kiosk reply sony 4 mre film offers
4905,0,come online today night
4906,0,anything special
4907,0,solihull want anything
4908,0,good day
4909,0,regret inform u nhs made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience
4910,0,love holiday monday feeling even go dentists hour
4911,0,way tirupur
4912,1,goal arsenal 4 henry 7 v liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins
4913,0,already got flaky parent itsnot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
4914,0,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
4915,0,dropped em omw back
4916,1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
4917,0,sitting mu waiting everyone get suite take shower
4918,0,call nt see facebook huh
4919,0,g says never answer texts confirmdeny
4920,0,common hearin r u wat r u ur day let ask u something different u smile today gud evng
4921,0,hi dear call urgnt nt know whats problem nt want work problem least tell wating reply
4922,0,oh yah never cancel leh haha
4923,0,go 4 e normal pilates intro
4924,0,ok let u noe leave house
4925,0,oh yes like torture watching england
4926,0,wan na art
4927,0,hopeing wasnï½ï½ï½t pissed remember gone sisters something
4928,1,got takes 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see packs lucozadecoukwrc itcould u
4929,1,hi sexychat girls waiting text text great night chatting send stop stop service
4930,0,good morning boytoy yummy lips sexy buns think crave need
4931,0,match startedindia lt gt 2
4932,0,free call sir
4933,0,hey want anything buy
4934,0,hey babe going ever figure going new years
4935,0,k k congratulation
4936,0,g wants know fuck
4937,0,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x
4938,0,tomarrow want got court lt decimal gt come bus stand 9
4939,0,ï½ï½ go home liao ask dad pick 6
4940,0,omg make wedding chapel frontierville get good stuff
4941,0,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
4942,0,check maili mailed varma kept copy regarding membershiptake careinsha allah
4943,0,wrong phone phone answer one assume people nt well
4944,0,anyway nt think secure anything lem know want drive south chill
4945,0,already back home probably
4946,1,great news call freefone 08006344447 claim guaranteed ï½1000 cash ï½2000 gift speak live operator
4947,1,hi amy sending free phone number couple days give access adult parties
4948,0,bus way calicut
4949,0,hi probably much fun get message thought id txt u cos im bored james farting night
4950,0,hi baby im sat bloody bus mo wont home 730 wan na somethin later call later ortxt back jess xx
4951,1,welcome select o2 service added benefits call specially trained advisors free mobile dialling 402
4952,0,lost 4 pounds since doc visit last week woot woot gon na celebrate stuffing face
4953,0,u coming back 4 dinner rite dad ask confirm wif u
4954,0,masters buy bb cos sale bf
4955,0,ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im
4956,0,vivek got call number
4957,0,nt u call lunch
4958,0,mean left early check cos working 96
4959,0,want lt gt rs da
4960,0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
4961,0,yup ok
4962,0,want see pretty pussy
4963,1,dear voucher holder next meal us use following link pc 2 enjoy 2 4 1 dining experiencehttp wwwvouch4mecometlpdiningasp
4964,0,people game mall iouri kaila
4965,1,urgent trying contact u todays draw shows ï½2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs
4966,1,donate ï½250 unicef asian tsunami disaster support fund texting donate 864233 ï½250 added next bill
4967,0,future planned tomorrow result today best present enjoy future
4968,0,cme want go hos 2morow wil cme got dear didnt say time
4969,0,supposed meet discuss abt trip thought xuhui told afternoon thought go lesson
4970,0,hey come online use msn
4971,0,fine hope good take care
4972,0,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen
4973,0,aiyo u poor thing u dun wan 2 eat u bathe already
4974,0,yar tot u knew dis would happen long ago already
4975,0,gorgeous keep pix cumming thank
4976,0,boy late 2 home father power frndship
4977,0,jade paul didnï½ï½t u txt u remember barmed want 2 talk 2 u txt
4978,0,spending new years brother family lets plan meet next week ready spoiled
4979,0,u today
4980,0,said okay sorry
4981,0,slept thinkthis time lt gt pm dangerous
4982,0,networking job
4983,1,goldviking 29m inviting friend reply yes762 no762 see wwwsmsacugoldviking stop send stop frnd 62468
4984,0,dont let studying stress l8r
4985,0,u haf 2 keep busy
4986,0,rushing working school rush go hungry
4987,0,channel
4988,0,telling coulda real valentine nt u never pick nothing
4989,1,phony ï½350 award todays voda numbers ending xxxx selected receive ï½350 award match please call 08712300220 quoting claim code 3100 standard rates app
4990,0,made eta taunton 1230 planned hope thatï½ï½ï½s still okday good see xx
4991,0,hungry buy smth home
4992,0,hey kate
4993,0,drive read need write
4994,0,looked addie goes back monday sucks
4995,0,happy new year hope good semester
4996,0,esplanade lor else
4997,0,talk
4998,0,hmph go head big baller
4999,0,well like actually called someone punto woulda worse
5000,0,nope since ayo travelled forgotten guy
5001,0,still around looking pick later
5002,1,cds 4u congratulations ur awarded ï½500 cd gift vouchers ï½125 gift guaranteed freeentry 2 ï½100 wkly draw xt music 87066 tncs wwwldewcom1win150ppmx3age16
5003,0,someone year lt gt toyota camry like mr olayiwola mileage lt gt kits clean need know much sell raise dough soon landing sell holla back
5004,0,guess pub im im happy pig clover whatever saying
5005,0,ill b soon
5006,0,oh k come tomorrow
5007,0,go fool dont cheat others ok
5008,0,mobile numberpls sms ur mail idconvey regards achan ammarakheshqatar
5009,0,way rencontre meet mountains dont
5010,1,guaranteed ï½1000 cash ï½2000 prize claim yr prize call customer service representative 08714712412 10am7pm cost 10p
5011,0,u attend ur driving lesson many times wk n day
5012,0,uncle g checking rewarding month
5013,0,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
5014,0,think two still need get cash def ready 9
5015,0,hey gals u wan na meet 4 dinner nï½ï½te
5016,1,dear 0776xxxxxxx u invited xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
5017,0,babe talking think good boy missing love
5018,0,great office today
5019,0,cool last little getting time soon
5020,0,sad puppy noise
5021,0,yes possible dint try pls dont tell one k
5022,0,anyway holla whenever around need excuse go creep people sarasota
5023,0,happen
5024,0,gon na ask lol think 7
5025,1,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
5026,1,private 2003 account statement shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
5027,0,go chase run crossing street
5028,1,like tell deepest darkest fantasies call 09094646631 60pmin stop texts call 08712460324 nat rate
5029,0,coming friday leave pongal get news work place
5030,0,hey inconvenient sis huh
5031,0,ok vl u know got adsense approved
5032,0,really good see day dudette missing
5033,0,want go perumbavoor
5034,0,many times told stage use laugh listen aha
5035,1,wo nt believe true incredible txts reply g learn truly amazing things blow mind o2fwd 18ptxt
5036,0,nt hear
5037,0,thanks talk saturday dear cherish brother role model
5038,0,pls clarify back open return ticket preponed go back kerala
5039,1,natalie 20f inviting friend reply yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468
5040,0,ran younger man make pretty babies together
5041,1,jamster get free wallpaper text heart 88888 c apply 16 need help call 08701213186
5042,0,ic lol play 9 doors sometime yo
5043,0,dunno dad said coming home 2 bring us 4 lunch yup go w u lor call u reach school lor
5044,0,sent jd customer service cum accounts executive ur mail id details contact us
5045,0,desires u going doctor 4 liver get bit stylish get ur hair managed thats
5046,0,hmmmstill dont opener
5047,0,yeah basically time next week get away mom amp get 3
5048,0,edison rightly said fool ask questions wise man answer know us speechless viva gm
5049,0,vote wherever heart guides
5050,0,sis lor juz watched italian job
5051,0,tick tick tick could die loneliness know pouts stomps feet need
5052,0,lmao know well
5053,1,double mins double txt 12 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optoutlf56
5054,0,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way
5055,0,goodnight da thangam really miss u dear
5056,0,hey next sun 1030 basic yoga course bugis go pilates intro next sat tell time r free
5057,0,geeeee internet really bad today eh
5058,1,free video camera phones half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382 call2optout674
5059,0,think disturbing da
5060,0,sorry call later meeting sir
5061,0,havent stuck orchard dad car going 4 dinner u leh r free tonight
5062,0,ok also wan 2 watch e 9 pm show
5063,0,dunno lei like dun haf
5064,0,brother transfered lt gt lt gt pa
5065,0,calls later afternoon onwords mtnl service get problem south mumbai hear nt listen
5066,1,83039 62735ï½450 uk break accommodationvouchers terms conditions apply 2 claim mustprovide claim number 15541
5067,0,talk g x
5068,0,hai dear friends new amp present number rajitha raj ranju
5069,1,5p 4 alfie moon children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
5070,0,different styles
5071,1,win ï½200 shopping spree every week starting 2 play text store 88039 skilgme tscs08714740323 1winawk age16 ï½150perweeksub
5072,0,gud ni8 dear slp well take care swt dreams muah
5073,0,want sent lt gt mesages today thats sorry hurts
5074,1,2nd attempt contract u weeks top prize either ï½1000 cash ï½200 prize call 09066361921
5075,0,well glad nt find totally disagreeable lol
5076,0,guy flash go call call madam take care oh
5077,1,want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705
5078,0,mark works tomorrow gets 5 work house meet u afterwards
