selling_price,full_name,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
4.35,Maruti Celerio ZXI AT,2016,Dealer,51000,Petrol,Automatic,23.1,998,67.04,5
11,Mahindra XUV500 W10 AWD,2015,Individual,80000,Diesel,Manual,16,2179,140,7
5,Hyundai i20 Sportz 1.2,2015,Dealer,60000,Petrol,Manual,18.6,1197,81.83,5
2.3,Ford Fiesta 1.4 Duratec EXI,2008,Individual,63600,Petrol,Manual,16.6,1388,68,5
2.25,Chevrolet Beat LS,2011,Dealer,29800,Petrol,Manual,18.6,1199,79.4,5
6.55,Hyundai i20 1.2 Spotz,2017,Individual,50000,Petrol,Manual,18.6,1197,81.83,5
9,Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,2018,Individual,40000,Diesel,Manual,23,1498,98.96,5
2.21,Tata Nano Twist XT,2017,Dealer,12598,Petrol,Manual,25.4,624,37.5,4
9.15,Volkswagen Vento 1.6 Comfortline,2018,Dealer,9965,Petrol,Manual,16.09,1598,103.2,5
5.3,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,Individual,39000,Diesel,Manual,15.96,2523,62.1,7
14.9,Toyota Innova Crysta 2016-2020 2.4 GX AT,2016,Dealer,35500,Diesel,Automatic,13.68,2393,147.51,7
4.15,Honda Amaze VX Petrol,2013,Dealer,70400,Petrol,Manual,18.6,1199,88.76,5
3,Maruti Wagon R LXI CNG Optional,2015,Individual,80000,CNG,Manual,26.6,998,58.16,5
2.75,Maruti Eeco 5 Seater AC,2011,Dealer,70000,Petrol,Manual,16.11,1196,72.42,5
3.5,Maruti Swift VDI,2012,Individual,120000,Diesel,Manual,22.9,1248,74,5
4.9,Hyundai Xcent 2016-2017 VTVT Plus ABS,2017,Dealer,32000,Petrol,Manual,19.1,1197,82,5
10.25,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2014,Dealer,115000,Diesel,Manual,12.99,2494,100,7
5.15,Hyundai Grand i10 AT Asta,2017,Dealer,76000,Petrol,Automatic,18.9,1197,82,5
2.7,Nissan Sunny Diesel XL,2012,Individual,67000,Diesel,Manual,21.64,1461,84.8,5
4,Honda City 2017-2020 EXi,2008,Individual,120000,Petrol,Manual,17.7,1497,78,5
7.3,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2019,Dealer,7000,Petrol,Manual,18.78,999,75,5
7.25,Maruti Ciaz ZXi Plus,2016,Dealer,45000,Petrol,Manual,20.73,1373,91.1,5
6.5,Honda City i DTEC S,2016,Dealer,88000,Diesel,Manual,26,1498,98.6,5
8,Maruti Vitara Brezza VDi,2018,Individual,40000,Diesel,Manual,24.3,1248,88.5,5
1.2,Maruti 800 Std MPFi,2006,Dealer,43950,Petrol,Manual,16.1,796,37,4
7.75,Ford Freestyle Titanium Diesel BSIV,2019,Individual,30000,Diesel,Manual,24.4,1498,98.63,5
6.45,Volkswagen Polo GT TSI,2015,Dealer,56084,Petrol,Automatic,17.21,1197,103.6,5
2.5,Maruti Alto K10 2010-2014 VXI,2012,Dealer,116006,Petrol,Manual,20.92,998,67.1,5
2.95,Maruti Wagon R VXI,2013,Dealer,65000,Petrol,Manual,21.79,998,67.05,5
26.75,Mercedes-Benz GLA Class 200 D Sport Edition,2017,Dealer,36345,Diesel,Automatic,17.9,2143,136,5
16.7,Honda Civic V,2019,Dealer,21000,Petrol,Automatic,16.5,1799,139.46,5
2.25,Hyundai Santro Xing XO,2005,Dealer,48000,Petrol,Manual,17,1086,5,5
3.8,Maruti Swift Dzire VDi,2011,Individual,180000,Diesel,Manual,19.3,1248,73.9,5
3.1,Renault KWID 1.0 RXT Optional,2017,Individual,25000,Petrol,Manual,23.01,999,67,5
10.79,Mahindra XUV300 W8 Diesel BSIV,2019,Individual,25000,Diesel,Manual,20,1497,115,5
12.75,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Dealer,71000,Diesel,Manual,12.99,2494,100.6,7
3.65,Maruti Eeco 7 Seater STD,2016,Dealer,40000,Petrol,Manual,15.37,1196,72.42,7
2.83,Maruti Ritz LDi,2012,Individual,83000,Diesel,Manual,23.2,1248,73.94,5
15,Mahindra XUV500 W9,2017,Dealer,60000,Diesel,Manual,15.1,2179,152.87,7
10.7,Hyundai Creta 1.6 EX Petrol,2019,Individual,12000,Petrol,Manual,15.8,1591,121.3,5
18.55,BMW 5 Series 530d Highline,2012,Dealer,65000,Diesel,Automatic,11.5,2993,235,5
4.75,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Dealer,58000,Diesel,Manual,22.7,1498,89.84,5
1.8,Chevrolet Beat Diesel LS,2015,Individual,60000,Diesel,Manual,25.44,936,56.3,5
4.95,Hyundai Grand i10 Magna,2016,Dealer,28000,Petrol,Manual,18.9,1197,82,5
8.5,Maruti Vitara Brezza ZDi Plus,2017,Individual,90000,Diesel,Manual,24.3,1248,88.5,5
5.3,Maruti Swift Dzire VXI,2016,Individual,73000,Petrol,Manual,20.85,1197,83.14,5
10,Mercedes-Benz C-Class C 250 CDI Elegance,2012,Dealer,64212,Diesel,Automatic,14.94,2143,204,5
3.7,Tata Zest Quadrajet 1.3 75PS XMS,2017,Individual,90000,Diesel,Manual,22.95,1248,74,5
5.5,Maruti Swift LDI BSIV,2016,Dealer,85263,Diesel,Manual,25.2,1248,74,5
3.75,Chevrolet Sail 1.2 LS,2016,Dealer,37300,Petrol,Manual,18.2,1199,82.4,5
3.75,Hyundai Xcent 1.2 Kappa AT SX Option,2015,Individual,320000,Petrol,Automatic,16.9,1197,82,5
3.55,Nissan Sunny Diesel XL,2014,Dealer,94000,Diesel,Manual,21.64,1461,84.8,5
26.75,Audi A6 35 TDI Premium,2015,Dealer,56227,Diesel,Automatic,17.68,1968,174.33,5
2.2,Maruti Alto 800 LX,2016,Individual,2000,Petrol,Manual,22.74,796,47.3,5
3.6,Maruti Alto K10 VXI AGS,2016,Dealer,31000,Petrol,Automatic,23.95,998,67.05,5
6.85,Mahindra TUV 300 T6,2017,Individual,60000,Diesel,Manual,18.49,1493,100,7
6.9,Maruti Ciaz 1.4 Alpha,2017,Dealer,31869,Petrol,Manual,20.73,1373,91.1,5
1.6,Hyundai Santro Xing GL,2011,Individual,37400,Petrol,Manual,0,1086,62,5
41.75,Audi A5 Sportback,2017,Dealer,25000,Diesel,Automatic,19.2,1968,187.74,5
4,Maruti Alto K10 VXI,2017,Dealer,23765,Petrol,Manual,23.95,998,67.05,5
6.5,Toyota Platinum Etios 1.4 GXD,2018,Dealer,90483,Diesel,Manual,23.59,1364,67.05,5
3.5,Maruti Swift Dzire VXI,2013,Individual,64000,Petrol,Manual,19.1,1197,85.8,5
3,Maruti Wagon R VXI,2013,Dealer,34000,Petrol,Manual,18.9,998,67.1,5
3.75,Maruti Celerio VXI AT,2014,Dealer,52500,Petrol,Automatic,23.1,998,67.04,5
2.05,Maruti Swift ZXI ABS,2008,Dealer,57000,Petrol,Manual,16.1,1298,88.2,5
9.75,Hyundai i20 Asta Option Diesel,2019,Dealer,15000,Diesel,Manual,22.54,1396,88.76,5
10,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2019,Individual,30000,Diesel,Manual,25.1,1248,88.5,5
3.25,Maruti Omni E MPI STD BS IV,2016,Dealer,27000,Petrol,Manual,16.8,796,34.2,8
18.5,Audi Q3 35 TDI Quattro Premium Plus,2016,Dealer,50000,Diesel,Automatic,15.17,1968,181,5
3.85,Toyota Corolla Altis G,2009,Dealer,167919,Petrol,Manual,14.53,1798,138.1,5
15.7,Mahindra XUV500 W10 2WD,2017,Dealer,34000,Diesel,Manual,16,2179,140,7
31,Mercedes-Benz M-Class ML 250 CDI,2016,Dealer,147000,Diesel,Automatic,15.26,2143,203.2,5
8.85,Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,2017,Individual,40000,Diesel,Manual,23,1498,98.96,5
6.3,Maruti Ciaz VDi Option SHVS,2016,Dealer,63000,Diesel,Manual,28.09,1248,88.5,5
26.9,BMW 3 Series GT 320d Sport Line,2016,Dealer,45000,Diesel,Automatic,19.59,1995,184,5
26,Mercedes-Benz GLA Class 200 d Sport,2016,Individual,16600,Diesel,Automatic,17.9,2143,136,5
18.5,Mercedes-Benz E-Class E 250 Elegance,2013,Dealer,39500,Petrol,Automatic,10.93,2497,204,5
2.3,Hyundai i10 Magna 1.2 iTech SE,2011,Individual,42000,Petrol,Manual,20.36,1197,78.9,5
1.8,Honda City 2017-2020 GXi,2007,Dealer,70000,Petrol,Manual,17.7,1497,78,5
31,Honda CR-V Diesel 2WD,2019,Individual,20000,Diesel,Automatic,19.5,1597,118.3,7
4.5,Maruti Swift Dzire VDI,2016,Individual,80000,Diesel,Manual,26.59,1248,74,5
1.65,Chevrolet Spark 1.0 LT,2013,Individual,10000,Petrol,Manual,16.2,995,62.1,5
8,Mercedes-Benz C-Class 230 Avantgarde,2010,Dealer,75000,Petrol,Automatic,11.7,1796,178,5
2.05,Hyundai EON Era Plus,2014,Individual,77000,Petrol,Manual,21.1,814,55.2,5
3.15,Tata Indigo LX,2011,Individual,69000,Diesel,Manual,17,1405,70,5
3.95,Chevrolet Sail 1.2 LS,2015,Dealer,57323,Petrol,Manual,18.2,1199,82.4,5
2.15,Maruti Alto K10 LXI,2011,Dealer,22900,Petrol,Manual,20.92,998,67.1,5
5.5,Hyundai Xcent 1.2 Kappa SX,2014,Individual,25000,Petrol,Manual,19.1,1197,82,5
5.1,Maruti Celerio VXI CNG BSIV,2018,Individual,20000,CNG,Manual,31.79,998,58.33,5
8.75,Ford Endeavour 2.5L 4X2 MT,2012,Dealer,98000,Diesel,Manual,13.1,2499,141,7
5.37,Honda City i-VTEC SV,2014,Dealer,75000,Petrol,Manual,17.4,1497,117.6,5
6,Tata Nexon 1.2 Revotron XM,2018,Individual,60000,Petrol,Manual,17,1198,108.5,5
3.45,Renault KWID Climber 1.0 AMT,2018,Individual,12500,Petrol,Automatic,24.04,999,67,5
6.6,Maruti Vitara Brezza VDi Option,2016,Dealer,68000,Diesel,Manual,24.3,1248,88.5,5
3.1,Hyundai i20 Sportz 1.4 CRDi,2013,Individual,70000,Diesel,Manual,21.9,1396,88.76,5
8.6,Hyundai Verna 1.6 CRDi SX,2017,Dealer,36000,Diesel,Manual,23.9,1582,126.2,5
6.5,Maruti Swift Dzire VDI,2017,Individual,80000,Diesel,Manual,28.4,1248,74.02,5
9.5,Volkswagen Passat Diesel Comfortline 2.0 TDI,2013,Dealer,92098,Diesel,Manual,18.33,1968,167.7,5
10.45,Skoda Rapid 1.5 TDI AT Style BSIV,2018,Dealer,62600,Diesel,Automatic,21.72,1498,108.6,5
4.15,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,Dealer,55000,Petrol,Manual,18.9,1197,81.86,5
4.05,Maruti Swift LDI,2015,Dealer,76448,Diesel,Manual,22.9,1248,74,5
5.45,Maruti Ciaz ZXi,2014,Dealer,48000,Petrol,Manual,20.73,1373,91.1,5
5.75,Volkswagen Vento 1.5 TDI Highline,2015,Dealer,76000,Diesel,Manual,20.34,1498,103.2,5
7.5,Honda Amaze VX Diesel BSIV,2018,Individual,40000,Diesel,Manual,27.4,1498,98.63,5
4.3,Hyundai i20 Magna 1.2,2015,Individual,42000,Petrol,Manual,18.6,1197,81.83,5
3.35,Maruti Ritz LXI,2009,Individual,40000,Petrol,Manual,21.1,1197,85.8,5
5.75,Toyota Etios Liva 1.4 GD,2017,Dealer,41100,Diesel,Manual,23.59,1364,67.04,5
6.75,Honda Jazz VX,2016,Dealer,52062,Petrol,Manual,18.2,1199,88.7,5
6.85,Ford Ecosport 1.5 DV5 MT Titanium,2014,Dealer,56017,Diesel,Manual,22.7,1498,89.84,5
9.95,Hyundai Creta 1.6 E Plus,2018,Individual,10000,Petrol,Manual,15.8,1591,121.3,5
14.5,Mercedes-Benz C-Class C 220 CDI Sport Edition,2012,Dealer,77000,Diesel,Automatic,14.84,2143,167.62,5
3,Mahindra Xylo D2 BSIV,2013,Individual,120000,Diesel,Manual,14,2489,95,8
9,Maruti Ertiga SHVS ZDI,2016,Individual,135000,Diesel,Manual,24.52,1248,88.5,7
19.2,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2018,Individual,18000,Diesel,Manual,13.68,2393,147.8,8
6.5,Mercedes-Benz C-Class 200 Kompressor,2009,Dealer,66001,Petrol,Manual,11.7,1796,178,5
3.9,Maruti Swift Dzire Regal,2013,Individual,100000,Petrol,Manual,19.1,1197,85.8,5
11.6,Honda City V CVT,2019,Dealer,9600,Petrol,Automatic,17.4,1497,117.6,5
6.95,BMW 5 Series 530d Highline,2009,Dealer,70000,Diesel,Automatic,11.5,2993,235,5
3.75,Hyundai i10 Sportz 1.1L,2017,Individual,9000,Petrol,Manual,19.81,1086,68.05,5
9.75,Mahindra XUV300 W8,2019,Dealer,13921,Petrol,Manual,17,1197,108.6,5
5.8,Maruti Swift VDI BSIV,2015,Individual,120000,Diesel,Manual,25.2,1248,74,5
7.2,Maruti Vitara Brezza VDi Option,2017,Individual,40000,Diesel,Manual,24.3,1248,88.5,5
4.11,Maruti Celerio Green VXI,2016,Dealer,48129,CNG,Manual,31.79,998,58.2,5
3.4,Maruti Swift Dzire Tour LXI,2016,Individual,189000,Petrol,Manual,19,1197,85.8,5
14.21,Hyundai Creta 1.6 CRDi AT SX Plus,2018,Dealer,65000,Diesel,Automatic,17.01,1582,126.2,5
11.97,Mahindra E Verito D2,2019,Individual,18281,Electric,Automatic,0,72,41.57,5
3.95,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Dealer,52000,Diesel,Manual,17.8,1399,67,5
7.25,Renault Triber RXZ BSIV,2019,Dealer,11000,Petrol,Manual,20,999,72,7
28,Toyota Fortuner 4x2 AT,2017,Dealer,150000,Diesel,Automatic,12.55,2982,168.5,7
9.5,Mahindra XUV500 W6 2WD,2014,Individual,178000,Diesel,Manual,15.1,2179,140,7
5.5,Hyundai Grand i10 AT Asta,2015,Dealer,66916,Petrol,Automatic,18.9,1197,82,5
18.5,Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,2016,Dealer,56875,Diesel,Manual,13.68,2393,147.8,7
6.95,Hyundai i20 Asta 1.4 CRDi,2014,Individual,70000,Diesel,Manual,22.54,1396,88.73,5
9.95,Mahindra Thar CRDe,2018,Dealer,21219,Diesel,Manual,16.55,2498,105,6
3.25,Hyundai EON Magna Plus,2017,Individual,70000,Petrol,Manual,21.1,814,55.2,5
7,Maruti Swift ZXI Plus,2019,Individual,11320,Petrol,Manual,21.21,1197,81.8,5
2.15,Hyundai Santro Xing GLS,2009,Individual,68000,Petrol,Manual,17.92,1086,62.1,5
6.5,Volkswagen Polo GT TSI,2014,Individual,53776,Petrol,Automatic,17.21,1197,103.6,5
2.49,Volkswagen Vento 1.6 Highline BSIV,2010,Dealer,59000,Petrol,Manual,16.09,1598,103.2,5
8,Hyundai Creta 1.4 CRDi S Plus,2015,Individual,70000,Diesel,Manual,21.38,1396,88.7,5
6.45,Maruti Ertiga VXI CNG,2015,Dealer,77000,CNG,Manual,17.5,1373,80.46,7
1.9,Hyundai Getz 1.1 GVS Option,2007,Dealer,90000,Petrol,Manual,12.3,1086,66.6,5
29.75,Mercedes-Benz GL-Class 220d 4MATIC Sport,2017,Dealer,38000,Diesel,Automatic,17.9,2143,170,5
5.55,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Dealer,47000,Petrol,Manual,18.9,1197,81.86,5
7.8,Maruti Ertiga VDI,2015,Individual,70000,Diesel,Manual,20.77,1248,88.76,7
3.5,Mahindra KUV 100 mFALCON G80 K4 5str,2017,Individual,35000,Petrol,Manual,18.15,1198,82,5
6.6,Maruti Swift Dzire AMT VXI BS IV,2019,Individual,10000,Petrol,Automatic,22,1197,81.8,5
23.75,Skoda Superb LK 1.8 TSI AT,2017,Dealer,8000,Petrol,Automatic,14.67,1798,177.46,5
11.25,Honda City i-VTEC CVT ZX,2018,Dealer,26000,Petrol,Automatic,18,1497,117.6,5
3.5,Honda Brio E MT,2014,Dealer,34000,Petrol,Manual,19.4,1198,86.8,5
6.75,Toyota Platinum Etios 1.4 GD,2018,Dealer,66384,Diesel,Manual,23.59,1364,67.05,5
17.55,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2016,Dealer,85000,Diesel,Automatic,11.36,2755,171.5,7
4.15,Maruti Wagon R LXI CNG,2017,Dealer,66628,CNG,Manual,26.6,998,58.16,5
2.45,Maruti Wagon R VXI Minor,2010,Dealer,81133,Petrol,Manual,18.9,1061,67,5
1.1,Chevrolet Spark 1.0 LT,2008,Individual,46000,Petrol,Manual,18,995,62,5
8.75,Maruti Baleno Zeta CVT,2020,Dealer,2441,Petrol,Automatic,19.56,1197,81.8,5
5,Honda Amaze S i-VTEC,2017,Individual,40000,Petrol,Manual,17.8,1198,86.7,5
49.5,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,Dealer,10000,Diesel,Automatic,17.9,2143,170,5
2.75,Maruti Wagon R VXI BS IV,2011,Individual,120000,Petrol,Manual,18.9,998,67.1,5
4.75,Honda Amaze S Petrol,2015,Dealer,42012,Petrol,Manual,18.6,1199,88.76,5
16.85,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2016,Dealer,120000,Diesel,Automatic,11.36,2755,171.5,7
6,Maruti SX4 S Cross DDiS 200 Sigma,2017,Individual,60000,Diesel,Manual,23.65,1248,88.5,5
6.5,Hyundai i20 Asta 1.4 CRDi,2015,Individual,70000,Diesel,Manual,22.54,1396,88.73,5
3.15,Renault Duster 110PS Diesel RxL,2013,Dealer,54000,Diesel,Manual,19.64,1461,108.45,5
4.5,Maruti Swift VXI,2014,Dealer,85195,Petrol,Manual,18.6,1197,85.8,5
2.1,Maruti Alto 800 LXI,2013,Individual,25000,Petrol,Manual,22.74,796,47.3,5
6.54,Renault Triber RXZ BSIV,2019,Individual,15000,Petrol,Manual,20,999,72,7
18.95,Mercedes-Benz M-Class ML 350 CDI,2012,Dealer,79000,Diesel,Automatic,11.74,2987,254.8,5
4.75,Renault Fluence Diesel E4,2013,Dealer,55000,Diesel,Manual,21.8,1461,78,5
1.3,Hyundai Santro Xing GL,2010,Individual,200000,Petrol,Manual,0,1086,62,5
7.6,Maruti Dzire ZXI Plus,2017,Dealer,18767,Petrol,Manual,23.26,1197,88.5,5
3.45,Volkswagen Vento 1.5 TDI Highline BSIV,2013,Dealer,57000,Diesel,Manual,22.27,1498,108.6,5
45,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,Dealer,60696,Diesel,Automatic,11.3,2987,254.8,7
6.55,Maruti Ciaz VXi,2017,Dealer,27400,Petrol,Manual,20.73,1373,91.1,5
14,Kia Seltos HTX IVT G,2019,Individual,15000,Petrol,Automatic,16.8,1497,113.4,5
9.1,Hyundai Verna VTVT 1.6 SX,2018,Dealer,22000,Petrol,Manual,17,1591,121.3,5
14,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,Individual,50000,Diesel,Manual,12.99,2494,100.6,8
4.35,Maruti Swift VXi BSIV,2014,Dealer,44651,Petrol,Manual,16.1,1197,85,5
7,Force Gurkha Hard Top BS3 4WD,2016,Individual,60000,Diesel,Manual,17,2596,80.8,5
36.5,Toyota Fortuner 2016-2021 2.8 2WD AT,2020,Dealer,6300,Diesel,Automatic,12.9,2755,174.5,7
5.5,Renault Lodgy 110PS RxL 7 Seater,2015,Individual,80000,Diesel,Manual,19.98,1461,108.5,7
3.9,Maruti Wagon R LXI CNG,2015,Dealer,64000,CNG,Manual,26.2,998,58.2,5
4.75,Maruti Swift Dzire VDI,2013,Individual,90000,Diesel,Manual,23.4,1248,74,5
2.5,Ford Figo Diesel Titanium,2011,Individual,50000,Diesel,Manual,20,1399,68,5
3.5,Maruti Swift 1.3 VXi,2009,Dealer,60000,Petrol,Manual,16.1,1476.327401,5,5
3.7,Tata Sumo EX 10/7 Str BSIII,2011,Individual,111821,Diesel,Manual,12.2,1948,68,10
1.55,Hyundai i10 Era,2010,Individual,45000,Petrol,Manual,19.81,1086,68.05,5
7,Maruti Baleno Zeta,2019,Individual,25000,Petrol,Manual,21.01,1197,81.8,5
27,Land Rover Discovery Sport 2015-2020 SD4 HSE Luxury 7S,2016,Individual,104000,Diesel,Automatic,12.51,2179,187.7,7
7.4,Maruti Swift Dzire VXI 1.2 BS IV,2018,Dealer,30000,Petrol,Manual,22,1197,81.8,5
11.15,Hyundai Creta 1.6 CRDi SX Option,2016,Dealer,55000,Diesel,Manual,19.67,1582,126.2,5
6,Honda Jazz 1.5 V i DTEC,2015,Individual,80000,Diesel,Manual,27.3,1498,98.6,5
16.5,Audi A3 35 TDI Technology,2015,Individual,58000,Diesel,Automatic,20.38,1968,143,5
6.5,Maruti Swift VDI,2018,Dealer,54100,Diesel,Manual,22.9,1248,74,5
8,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,Individual,35000,Diesel,Manual,22.54,1396,88.73,5
1.2,Honda City 2017-2020 EXi,2006,Dealer,55000,Petrol,Manual,17.7,1497,78,5
6,Hyundai Santro Asta BSIV,2019,Dealer,5000,Petrol,Manual,20.3,1086,68,5
8,Honda City i-VTEC S,2018,Individual,70000,Petrol,Manual,17.4,1497,117.3,5
2.64,Hyundai i10 Sportz,2011,Dealer,30215,Petrol,Manual,20.36,1197,78.9,5
3,Datsun RediGO 1.0 S,2018,Individual,10400,Petrol,Manual,22.5,999,67,5
4.6,Maruti Swift Dzire VXI 1.2 BS IV,2014,Dealer,56930,Petrol,Manual,22,1197,81.8,5
13.45,Audi A4 2.0 TDI 177 Bhp Premium Plus,2012,Dealer,68370,Diesel,Automatic,17.11,1968,174.33,5
8.5,Maruti Baleno Alpha 1.3,2019,Individual,23000,Diesel,Manual,27.39,1248,74,5
5.5,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2016,Dealer,50000,Diesel,Manual,25.32,1198,77,5
5.07,Ford Aspire 1.5 TDCi Titanium,2016,Individual,130000,Diesel,Manual,25.83,1498,99,5
3.5,Maruti Alto K10 VXI,2017,Trustmark Dealer,11614,Petrol,Manual,23.95,998,67.05,5
1,Maruti Zen Estilo 1.1 LXI BSIII,2007,Individual,27930,Petrol,Manual,18.2,1061,64,5
4.25,Renault KWID RXL,2019,Dealer,23000,Petrol,Manual,25.17,799,53.3,5
4.75,Maruti Swift Dzire ZDi,2015,Dealer,72000,Diesel,Manual,19.3,1248,73.9,5
1.15,Maruti Zen LXI,2004,Individual,120000,Petrol,Manual,17.3,993,60,5
7.75,Mahindra TUV 300 T8,2016,Dealer,65000,Diesel,Manual,18.49,1493,100,7
5.9,Hyundai i20 Magna 1.2,2016,Dealer,42472,Petrol,Manual,18.6,1197,81.83,5
6.75,Mahindra Bolero B6,2017,Dealer,65000,Diesel,Manual,21,1498,74.96,7
4.7,Maruti Celerio ZXI AT,2016,Dealer,62000,Petrol,Automatic,23.1,998,67.04,5
4.5,Honda Amaze EX i-Dtech,2014,Individual,170000,Diesel,Manual,25.8,1498,98.6,5
11.95,Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,2018,Dealer,9570,Petrol,Automatic,14.3,1598,103.2,5
7.5,BMW 7 Series 740Li Sedan,2008,Dealer,68000,Petrol,Automatic,8.45,2979,321,5
4.6,Nissan Micra Active XV,2017,Dealer,12164,Petrol,Manual,19.69,1198,67.04,5
1.9,Tata Nano Twist XT,2015,Dealer,29327,Petrol,Manual,25.4,624,37.5,4
63.5,BMW X5 xDrive 30d,2018,Dealer,15000,Diesel,Automatic,15.3,2993,258,5
9.3,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,Individual,145000,Diesel,Manual,12.99,2494,100.6,7
3.45,Maruti Celerio VXI,2014,Dealer,40860,Petrol,Manual,21.63,998,67.04,5
2.25,Maruti Alto 800 LXI,2013,Dealer,95011,Petrol,Manual,22.74,796,47.3,5
14.95,Mercedes-Benz B Class B180 CDI,2014,Dealer,44500,Diesel,Automatic,14.8,2143,120.7,5
0.8,Maruti Wagon R LX BSIII,2006,Individual,90000,Petrol,Manual,17.3,1061,64,5
3.1,Hyundai i10 Magna 1.1L,2014,Dealer,36971,Petrol,Manual,19.81,1086,68.05,5
0.7,Hyundai Santro Xing XL eRLX Euro III,2005,Individual,80000,Petrol,Manual,17,1086,5,5
9,Hyundai Creta 1.4 CRDi S,2015,Individual,35000,Diesel,Manual,21.38,1396,88.7,5
11.55,Renault Duster Petrol RXS CVT,2018,Dealer,48133,Petrol,Automatic,14.99,1498,104.5,5
5.75,Ford Figo 1.5D Trend MT,2016,Dealer,26488,Diesel,Manual,25.83,1498,99,5
4.55,Honda Amaze E i-Dtech,2015,Dealer,71572,Diesel,Manual,25.8,1498,98.6,5
4.72,Renault KWID Climber 1.0 AMT,2020,Individual,5000,Petrol,Automatic,24.04,999,67,5
6,Maruti Ciaz Delta Diesel,2017,Individual,110000,Diesel,Manual,28.09,1248,88.5,5
8,Maruti Ertiga SHVS ZDI,2016,Individual,132000,Diesel,Manual,24.52,1248,88.5,7
24.99,Audi Q3 2015-2017 30 TDI,2017,Dealer,48000,Diesel,Manual,17.32,1968,138.13,5
2.3,Ford Figo Diesel LXI,2011,Individual,60000,Diesel,Manual,20,1399,68,5
9,Hyundai Creta 1.6 CRDi AT SX Plus,2015,Dealer,69000,Diesel,Automatic,17.01,1582,126.2,5
32,Skoda Kodiaq 2.0 TDI Style,2019,Dealer,39000,Diesel,Automatic,16.25,1968,148,7
8.75,Maruti Ciaz Alpha Automatic BSIV,2018,Dealer,20360,Petrol,Automatic,20.28,1462,103.25,5
17,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2016,Individual,87000,Diesel,Manual,13.68,2393,147.8,7
7.8,Audi A4 35 TDI Premium,2011,Dealer,100000,Diesel,Automatic,17.11,1968,174.33,5
5.25,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Dealer,11300,Petrol,Manual,18.9,1197,81.86,5
14.95,Tata Hexa XT,2019,Dealer,42187,Diesel,Manual,17.6,2179,153.86,7
4.5,Hyundai Grand i10 Asta,2013,Dealer,23135,Petrol,Manual,18.9,1197,82,5
4.65,BMW 7 Series 730Ld,2007,Dealer,60000,Diesel,Automatic,14.49,2993,258,5
3.65,Maruti A Star AT VXI,2013,Dealer,42500,Petrol,Automatic,16.98,998,66.1,5
4.32,Toyota Etios GD,2014,Dealer,92104,Diesel,Manual,23.59,1364,67.04,5
11,Toyota Corolla Altis G AT,2016,Dealer,70000,Petrol,Automatic,14.28,1798,138.03,5
2.9,Maruti Alto 800 CNG LXI,2017,Dealer,45000,CNG,Manual,33.44,796,40.3,4
7.25,Maruti Ertiga ZDI,2014,Individual,120000,Diesel,Manual,20.77,1248,88.8,7
2.25,Honda City 1.5 EXI,2005,Individual,60000,Petrol,Manual,13,1493,100,5
14.5,Audi Q3 2.0 TDI Quattro Premium Plus,2014,Dealer,58000,Diesel,Automatic,15.73,1968,174.33,5
9.5,Toyota Innova 2.5 V Diesel 7-seater,2014,Dealer,50000,Diesel,Manual,12.8,2494,102,7
38,BMW 5 Series 520d Luxury Line,2016,Dealer,24000,Diesel,Automatic,18.12,1995,190,5
4.5,Maruti Eeco 5 Seater AC,2019,Dealer,7557,Petrol,Manual,16.11,1196,72.42,5
6.25,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2016,Individual,40000,Petrol,Manual,17,1198,74,5
3,Mahindra Quanto C6,2013,Dealer,72000,Diesel,Manual,17.21,1493,100,7
2.8,Ford Figo Diesel ZXI,2015,Individual,120000,Diesel,Manual,20,1399,68.05,5
5.3,Honda Amaze S i-VTEC,2018,Individual,20000,Petrol,Manual,17.8,1198,86.7,5
